user_id,medicine,rating
20,Dextromethorphan,4.0
20,Empagliflozin,3.3
20,Hydrochlorothiazide,2.0
20,Antacids,2.5
20,Metoclopramide,1.4
20,Budesonide,1.0
21,Escitalopram,5.0
21,Lorazepam,4.3
21,Sertraline,3.3
21,Buspirone,4.0
21,Lisinopril,2.6
21,Cyclobenzaprine,2.2
21,Antacids,1.7
21,Dextromethorphan,3.7
22,Oseltamivir,3.9
22,Acetaminophen,3.5
22,Ibuprofen,3.7
22,Dextromethorphan,3.1
22,Metoclopramide,2.0
22,Budesonide,2.6
22,Diclofenac,2.1
22,Antacids,1.0
23,Amlodipine,3.9
23,Loratadine,3.4
23,Losartan,4.5
23,Fexofenadine,3.3
23,Empagliflozin,4.5
23,Sertraline,3.0
23,Hydroxyzine,2.8
23,Esomeprazole,1.9
24,Montelukast,4.3
24,Albuterol,2.8
24,Dextromethorphan,2.7
24,Acetaminophen,5.0
24,Losartan,3.7
24,Pseudoephedrine,3.4
24,Amlodipine,1.0
24,Cyclobenzaprine,3.7
25,Buspirone,2.5
25,Lorazepam,3.9
25,Sertraline,3.9
25,Hydroxyzine,4.2
25,Sitagliptin,2.1
25,Loratadine,2.5
25,Lisinopril,4.0
25,Diphenhydramine,2.0
26,Metformin,3.6
26,Oseltamivir,3.5
26,Insulin,3.6
26,Dextromethorphan,3.3
26,Sumatriptan,2.5
26,Fluticasone,4.4
26,Lisinopril,2.5
26,Loratadine,3.4
27,Sumatriptan,3.4
27,Ibuprofen,4.4
27,Metformin,3.4
27,Glipizide,3.5
27,Loratadine,4.1
27,Omeprazole,3.4
27,Lorazepam,1.7
27,Hydroxyzine,2.8
28,Lorazepam,4.5
28,Escitalopram,4.8
28,Hydroxyzine,3.3
28,Sertraline,2.7
28,Albuterol,2.3
28,Esomeprazole,3.5
28,Antacids,2.3
28,Pseudoephedrine,1.0
29,Rizatriptan,4.3
29,Fexofenadine,4.6
29,Sumatriptan,3.8
29,Loratadine,3.3
29,Lisinopril,1.5
29,Albuterol,1.0
29,Buspirone,4.2
29,Insulin,2.1
30,Acetaminophen,4.0
30,Cyclobenzaprine,4.0
30,Ibuprofen,5.0
30,Naproxen,5.0
30,Lorazepam,2.2
30,Lisinopril,2.7
30,Sumatriptan,3.0
30,Losartan,1.3
31,Diphenhydramine,4.1
31,Cetirizine,3.6
31,Albuterol,3.5
31,Fexofenadine,3.7
31,Ranitidine,1.5
31,Dextromethorphan,2.6
31,Vitamin C,3.3
31,Oseltamivir,1.0
32,Omeprazole,4.6
32,Ranitidine,3.8
32,Acetaminophen,3.4
32,Rizatriptan,5.0
32,Lorazepam,2.8
32,Montelukast,1.0
32,Pseudoephedrine,3.7
32,Naproxen,1.7
33,Metformin,2.9
33,Empagliflozin,4.1
33,Glipizide,3.9
33,Sitagliptin,2.3
33,Hydroxyzine,3.9
33,Dextromethorphan,1.4
33,Diclofenac,3.3
33,Ranitidine,1.8
34,Budesonide,3.6
34,Ipratropium,3.9
34,Montelukast,4.2
34,Albuterol,3.7
34,Escitalopram,3.3
34,Lisinopril,5.0
34,Cetirizine,2.3
34,Vitamin C,2.3
35,Lorazepam,4.2
35,Escitalopram,2.8
35,Buspirone,4.7
35,Sertraline,3.4
35,Ipratropium,3.7
35,Loratadine,1.9
35,Omeprazole,3.9
35,Albuterol,2.2
36,Metformin,4.7
36,Insulin,3.6
36,Sitagliptin,3.7
36,Glipizide,4.5
36,Metoclopramide,2.6
36,Hydroxyzine,3.9
36,Diclofenac,3.1
36,Naproxen,4.1
37,Acetaminophen,5.0
37,Cyclobenzaprine,5.0
37,Diclofenac,2.8
37,Naproxen,4.5
37,Metoclopramide,3.9
37,Loratadine,3.6
37,Oseltamivir,2.5
37,Insulin,2.8
38,Omeprazole,4.0
38,Esomeprazole,3.2
38,Metformin,2.4
38,Glipizide,5.0
38,Amlodipine,2.5
38,Oseltamivir,4.0
38,Cetirizine,1.7
38,Acetaminophen,3.0
39,Ibuprofen,4.4
39,Dextromethorphan,4.3
39,Oseltamivir,3.5
39,Electrolytes,4.3
39,Empagliflozin,3.7
39,Hydroxyzine,1.3
39,Loratadine,1.7
39,Sertraline,3.1
40,Sumatriptan,3.5
40,Hydroxyzine,3.6
40,Buspirone,4.0
40,Rizatriptan,4.8
40,Glipizide,1.2
40,Vitamin C,2.9
40,Lisinopril,4.4
40,Insulin,2.6
41,Ibuprofen,3.4
41,Dextromethorphan,3.8
41,Vitamin C,3.7
41,Pseudoephedrine,3.3
41,Diphenhydramine,2.4
41,Oseltamivir,2.2
41,Antacids,1.9
41,Famotidine,2.2
42,Oseltamivir,4.4
42,Electrolytes,4.4
42,Acetaminophen,4.6
42,Ibuprofen,3.0
42,Fexofenadine,3.7
42,Escitalopram,1.5
42,Budesonide,1.0
42,Hydroxyzine,2.1
43,Metformin,3.9
43,Insulin,2.1
43,Glipizide,3.9
43,Sitagliptin,4.9
43,Montelukast,1.3
43,Acetaminophen,3.4
43,Rizatriptan,3.0
43,Pseudoephedrine,3.0
44,Fluticasone,3.5
44,Antacids,3.7
44,Budesonide,3.1
44,Albuterol,3.4
44,Hydrochlorothiazide,1.7
44,Buspirone,1.2
44,Rizatriptan,3.2
44,Acetaminophen,1.5
45,Cyclobenzaprine,4.2
45,Famotidine,4.7
45,Diclofenac,3.5
45,Omeprazole,3.1
45,Metformin,2.4
45,Rizatriptan,4.2
45,Amlodipine,3.9
45,Empagliflozin,2.3
46,Ranitidine,3.9
46,Montelukast,3.5
46,Esomeprazole,5.0
46,Budesonide,3.2
46,Sertraline,2.4
46,Metformin,3.5
46,Glipizide,2.2
46,Rizatriptan,4.4
47,Ranitidine,3.9
47,Esomeprazole,3.2
47,Famotidine,4.9
47,Omeprazole,3.8
47,Oseltamivir,2.4
47,Ibuprofen,2.3
47,Hydroxyzine,1.6
47,Sertraline,2.4
48,Vitamin C,3.0
48,Omeprazole,5.0
48,Famotidine,4.3
48,Pseudoephedrine,4.2
48,Diclofenac,2.7
48,Rizatriptan,2.6
48,Glipizide,3.1
48,Sumatriptan,3.0
49,Fluticasone,3.3
49,Dextromethorphan,5.0
49,Budesonide,4.1
49,Acetaminophen,3.8
49,Metoprolol,2.5
49,Sertraline,2.3
49,Insulin,3.2
49,Lorazepam,2.4
50,Dextromethorphan,4.1
50,Electrolytes,3.5
50,Acetaminophen,4.8
50,Ibuprofen,4.5
50,Glipizide,3.0
50,Metoprolol,1.0
50,Albuterol,2.6
50,Loratadine,4.4
51,Buspirone,4.5
51,Escitalopram,3.5
51,Lorazepam,4.5
51,Hydroxyzine,4.3
51,Lisinopril,2.0
51,Sitagliptin,4.3
51,Diphenhydramine,2.1
51,Diclofenac,1.3
52,Naproxen,4.3
52,Cyclobenzaprine,4.3
52,Omeprazole,2.9
52,Esomeprazole,2.9
52,Metformin,2.8
52,Escitalopram,2.9
52,Albuterol,2.0
52,Fexofenadine,3.7
53,Sumatriptan,4.6
53,Ibuprofen,3.4
53,Rizatriptan,3.7
53,Metoclopramide,4.1
53,Loratadine,3.7
53,Pseudoephedrine,3.2
53,Antacids,1.1
53,Sitagliptin,1.5
54,Ibuprofen,4.3
54,Dextromethorphan,4.5
54,Esomeprazole,3.7
54,Famotidine,4.4
54,Naproxen,2.1
54,Diphenhydramine,1.9
54,Amlodipine,2.4
54,Lisinopril,3.5
55,Montelukast,4.1
55,Budesonide,4.6
55,Dextromethorphan,5.0
55,Electrolytes,3.6
55,Ranitidine,2.1
55,Sitagliptin,1.0
55,Escitalopram,2.8
55,Cyclobenzaprine,1.7
56,Ipratropium,3.5
56,Albuterol,4.7
56,Fluticasone,4.8
56,Budesonide,5.0
56,Oseltamivir,1.7
56,Dextromethorphan,2.0
56,Diclofenac,1.7
56,Sumatriptan,2.4
57,Sumatriptan,4.9
57,Acetaminophen,4.1
57,Rizatriptan,3.9
57,Metoclopramide,4.5
57,Empagliflozin,1.5
57,Sitagliptin,2.9
57,Montelukast,3.1
57,Cetirizine,3.0
58,Acetaminophen,5.0
58,Sumatriptan,5.0
58,Cetirizine,5.0
58,Fluticasone,5.0
58,Metoprolol,1.0
58,Losartan,2.1
58,Oseltamivir,3.4
58,Esomeprazole,1.0
59,Dextromethorphan,3.2
59,Electrolytes,3.6
59,Oseltamivir,4.1
59,Ibuprofen,3.5
59,Glipizide,3.7
59,Lorazepam,2.6
59,Empagliflozin,2.9
59,Esomeprazole,2.2
60,Glipizide,3.0
60,Sitagliptin,4.4
60,Empagliflozin,4.2
60,Metformin,4.1
60,Metoclopramide,1.9
60,Diphenhydramine,3.2
60,Budesonide,2.0
60,Escitalopram,2.2
61,Dextromethorphan,3.3
61,Ibuprofen,3.1
61,Acetaminophen,4.7
61,Oseltamivir,3.5
61,Lisinopril,2.7
61,Amlodipine,4.9
61,Antacids,3.0
61,Pseudoephedrine,2.2
62,Sumatriptan,3.6
62,Rizatriptan,4.1
62,Ibuprofen,3.6
62,Metoclopramide,3.4
62,Buspirone,3.0
62,Cetirizine,3.4
62,Electrolytes,2.9
62,Montelukast,2.9
63,Glipizide,4.0
63,Naproxen,3.8
63,Cyclobenzaprine,4.2
63,Ibuprofen,4.7
63,Antacids,1.5
63,Sumatriptan,3.2
63,Hydrochlorothiazide,3.5
63,Diphenhydramine,1.0
64,Acetaminophen,4.4
64,Metoclopramide,3.3
64,Ibuprofen,4.2
64,Rizatriptan,4.2
64,Glipizide,2.3
64,Empagliflozin,2.5
64,Esomeprazole,3.5
64,Fexofenadine,3.0
65,Omeprazole,3.8
65,Ibuprofen,4.2
65,Famotidine,4.5
65,Antacids,3.7
65,Oseltamivir,2.8
65,Dextromethorphan,3.6
65,Sertraline,2.7
65,Naproxen,3.0
66,Dextromethorphan,3.6
66,Buspirone,3.7
66,Pseudoephedrine,3.3
66,Sertraline,4.0
66,Sumatriptan,3.2
66,Diclofenac,1.8
66,Oseltamivir,1.0
66,Empagliflozin,1.8
67,Dextromethorphan,3.6
67,Vitamin C,4.5
67,Ibuprofen,3.7
67,Omeprazole,4.1
67,Cetirizine,1.5
67,Escitalopram,2.5
67,Glipizide,5.0
67,Rizatriptan,2.4
68,Lorazepam,3.5
68,Hydroxyzine,4.5
68,Sertraline,3.1
68,Electrolytes,5.0
68,Ranitidine,1.3
68,Diclofenac,3.1
68,Losartan,2.1
68,Omeprazole,2.1
69,Fluticasone,4.1
69,Fexofenadine,4.8
69,Loratadine,2.7
69,Cetirizine,3.2
69,Naproxen,2.8
69,Montelukast,1.0
69,Glipizide,2.5
69,Sitagliptin,2.0
70,Famotidine,4.0
70,Esomeprazole,3.6
70,Omeprazole,4.1
70,Antacids,3.9
70,Albuterol,1.3
70,Loratadine,1.8
70,Dextromethorphan,1.0
70,Glipizide,1.0
71,Dextromethorphan,3.9
71,Ibuprofen,3.0
71,Oseltamivir,4.4
71,Electrolytes,4.3
71,Fexofenadine,2.1
71,Glipizide,2.1
71,Diphenhydramine,2.9
71,Losartan,2.8
72,Ranitidine,3.2
72,Rizatriptan,3.3
72,Omeprazole,3.4
72,Ibuprofen,4.2
72,Fluticasone,2.4
72,Diphenhydramine,2.2
72,Vitamin C,1.0
72,Ipratropium,2.9
73,Acetaminophen,3.4
73,Esomeprazole,4.6
73,Cyclobenzaprine,4.1
73,Diclofenac,4.7
73,Amlodipine,2.6
73,Metformin,2.6
73,Metoclopramide,3.4
73,Vitamin C,2.0
74,Oseltamivir,3.6
74,Escitalopram,2.9
74,Electrolytes,4.6
74,Buspirone,3.9
74,Montelukast,1.9
74,Omeprazole,2.1
74,Glipizide,3.0
74,Metoclopramide,1.6
75,Metoprolol,3.2
75,Ipratropium,4.5
75,Lisinopril,4.2
75,Amlodipine,4.9
75,Dextromethorphan,2.9
75,Antacids,1.3
75,Hydroxyzine,1.0
75,Cyclobenzaprine,1.8
76,Loratadine,3.7
76,Diphenhydramine,3.2
76,Cetirizine,3.6
76,Fluticasone,4.4
76,Sitagliptin,2.6
76,Rizatriptan,1.9
76,Montelukast,1.5
76,Dextromethorphan,1.0
77,Lisinopril,3.9
77,Montelukast,4.3
77,Losartan,4.6
77,Budesonide,4.2
77,Metoclopramide,4.3
77,Insulin,1.6
77,Pseudoephedrine,1.7
77,Esomeprazole,2.5
78,Buspirone,4.3
78,Hydroxyzine,4.0
78,Famotidine,3.7
78,Ranitidine,4.1
78,Hydrochlorothiazide,2.4
78,Montelukast,1.0
78,Pseudoephedrine,4.0
78,Diclofenac,3.1
79,Acetaminophen,5.0
79,Naproxen,4.1
79,Cyclobenzaprine,3.5
79,Ibuprofen,4.5
79,Vitamin C,1.3
79,Lisinopril,2.2
79,Buspirone,2.6
79,Rizatriptan,2.5
80,Electrolytes,3.8
80,Oseltamivir,4.3
80,Ibuprofen,3.8
80,Acetaminophen,4.6
80,Fexofenadine,3.9
80,Rizatriptan,2.6
80,Empagliflozin,2.8
80,Fluticasone,2.9
81,Loratadine,3.4
81,Cetirizine,3.6
81,Fluticasone,4.2
81,Fexofenadine,3.2
81,Montelukast,1.0
81,Losartan,2.7
81,Sitagliptin,1.7
81,Lisinopril,1.2
82,Acetaminophen,4.0
82,Pseudoephedrine,4.5
82,Ibuprofen,4.0
82,Vitamin C,3.9
82,Budesonide,3.3
82,Loratadine,2.6
82,Lisinopril,2.3
82,Diclofenac,2.0
83,Glipizide,2.5
83,Metformin,3.2
83,Empagliflozin,3.5
83,Cyclobenzaprine,4.4
83,Hydrochlorothiazide,3.4
83,Montelukast,3.8
83,Metoclopramide,3.1
83,Buspirone,2.2
84,Vitamin C,5.0
84,Dextromethorphan,3.2
84,Pseudoephedrine,4.3
84,Ibuprofen,3.3
84,Diphenhydramine,2.4
84,Loratadine,2.4
84,Ranitidine,3.9
84,Losartan,2.4
85,Hydrochlorothiazide,4.4
85,Diclofenac,3.7
85,Naproxen,3.3
85,Lisinopril,4.6
85,Cetirizine,2.3
85,Glipizide,1.8
85,Ipratropium,4.0
85,Metformin,1.2
86,Loratadine,3.5
86,Fexofenadine,5.0
86,Cetirizine,4.4
86,Fluticasone,4.1
86,Diclofenac,4.1
86,Lisinopril,2.5
86,Dextromethorphan,3.1
86,Naproxen,2.8
87,Sumatriptan,4.2
87,Acetaminophen,3.1
87,Rizatriptan,4.2
87,Metoclopramide,3.7
87,Metformin,3.3
87,Montelukast,2.1
87,Losartan,2.6
87,Empagliflozin,2.9
88,Amlodipine,4.2
88,Losartan,4.6
88,Hydrochlorothiazide,5.0
88,Metoprolol,4.1
88,Fluticasone,3.7
88,Ranitidine,2.5
88,Vitamin C,1.9
88,Acetaminophen,2.2
89,Glipizide,2.8
89,Pseudoephedrine,4.0
89,Dextromethorphan,3.6
89,Vitamin C,3.8
89,Amlodipine,2.3
89,Fexofenadine,1.0
89,Diclofenac,1.2
89,Metoclopramide,2.3
90,Famotidine,3.2
90,Esomeprazole,4.4
90,Antacids,3.6
90,Ranitidine,3.7
90,Montelukast,1.8
90,Electrolytes,2.6
90,Escitalopram,1.2
90,Sumatriptan,1.3
91,Amlodipine,3.6
91,Losartan,3.7
91,Hydrochlorothiazide,4.6
91,Metoprolol,3.6
91,Antacids,3.7
91,Fluticasone,2.7
91,Insulin,2.9
91,Sitagliptin,2.0
92,Amlodipine,3.9
92,Losartan,3.3
92,Hydrochlorothiazide,5.0
92,Lisinopril,3.1
92,Insulin,1.7
92,Cyclobenzaprine,2.1
92,Rizatriptan,2.6
92,Budesonide,3.0
93,Metoclopramide,3.2
93,Rizatriptan,3.7
93,Ibuprofen,4.1
93,Albuterol,4.1
93,Diphenhydramine,1.6
93,Omeprazole,2.6
93,Antacids,3.1
93,Buspirone,2.0
94,Pseudoephedrine,3.4
94,Dextromethorphan,2.9
94,Ibuprofen,4.7
94,Oseltamivir,3.9
94,Metoclopramide,2.4
94,Hydrochlorothiazide,3.4
94,Metformin,2.5
94,Buspirone,1.7
95,Insulin,3.6
95,Sitagliptin,5.0
95,Empagliflozin,3.3
95,Metformin,4.1
95,Albuterol,2.3
95,Metoclopramide,3.4
95,Omeprazole,2.6
95,Cyclobenzaprine,1.3
96,Ibuprofen,4.3
96,Metoclopramide,5.0
96,Antacids,5.0
96,Ranitidine,3.3
96,Pseudoephedrine,1.6
96,Lisinopril,3.0
96,Sitagliptin,3.1
96,Albuterol,3.1
97,Diphenhydramine,5.0
97,Cetirizine,5.0
97,Loratadine,4.7
97,Fexofenadine,5.0
97,Hydroxyzine,3.8
97,Montelukast,3.2
97,Electrolytes,2.4
97,Buspirone,2.4
98,Escitalopram,4.4
98,Buspirone,3.7
98,Omeprazole,4.8
98,Sertraline,5.0
98,Insulin,3.2
98,Oseltamivir,3.2
98,Vitamin C,2.2
98,Amlodipine,3.2
99,Ibuprofen,3.7
99,Metoclopramide,2.6
99,Sertraline,4.6
99,Acetaminophen,2.5
99,Albuterol,3.2
99,Sitagliptin,3.0
99,Naproxen,3.4
99,Famotidine,2.2
100,Fexofenadine,3.5
100,Montelukast,3.6
100,Loratadine,3.5
100,Diphenhydramine,2.9
100,Famotidine,1.3
100,Amlodipine,3.6
100,Acetaminophen,1.5
100,Hydrochlorothiazide,2.0
101,Metoprolol,3.9
101,Omeprazole,3.7
101,Losartan,5.0
101,Lisinopril,3.5
101,Insulin,1.2
101,Sertraline,1.7
101,Metformin,3.0
101,Vitamin C,2.7
102,Dextromethorphan,4.1
102,Pseudoephedrine,2.6
102,Acetaminophen,3.6
102,Ibuprofen,5.0
102,Montelukast,2.1
102,Sitagliptin,2.5
102,Antacids,2.8
102,Famotidine,1.7
103,Omeprazole,5.0
103,Esomeprazole,3.4
103,Ranitidine,4.3
103,Antacids,4.9
103,Amlodipine,1.0
103,Sertraline,2.0
103,Insulin,2.4
103,Fexofenadine,2.1
104,Ipratropium,3.5
104,Montelukast,3.7
104,Albuterol,4.3
104,Budesonide,3.8
104,Cyclobenzaprine,3.4
104,Rizatriptan,2.8
104,Antacids,3.8
104,Fexofenadine,3.9
105,Fluticasone,3.2
105,Ibuprofen,4.4
105,Oseltamivir,3.4
105,Budesonide,5.0
105,Empagliflozin,1.8
105,Diphenhydramine,1.0
105,Hydroxyzine,2.5
105,Famotidine,2.1
106,Escitalopram,4.0
106,Losartan,3.9
106,Metoprolol,4.5
106,Lorazepam,4.6
106,Glipizide,3.6
106,Metoclopramide,4.3
106,Empagliflozin,1.7
106,Dextromethorphan,2.4
107,Loratadine,3.2
107,Cetirizine,4.2
107,Ibuprofen,4.7
107,Acetaminophen,4.3
107,Diclofenac,3.4
107,Oseltamivir,1.1
107,Insulin,4.0
107,Albuterol,2.6
108,Cetirizine,4.7
108,Ibuprofen,3.3
108,Dextromethorphan,3.0
108,Fexofenadine,5.0
108,Metformin,1.9
108,Buspirone,2.6
108,Rizatriptan,2.0
108,Ipratropium,1.4
109,Rizatriptan,3.8
109,Hydroxyzine,4.2
109,Sertraline,4.1
109,Metoclopramide,4.7
109,Diphenhydramine,4.3
109,Diclofenac,3.6
109,Sitagliptin,4.0
109,Albuterol,2.8
110,Naproxen,4.6
110,Cyclobenzaprine,4.6
110,Diclofenac,5.0
110,Antacids,2.7
110,Hydroxyzine,3.6
110,Budesonide,3.1
110,Lisinopril,2.9
110,Montelukast,1.0
111,Empagliflozin,4.3
111,Glipizide,4.2
111,Metformin,3.5
111,Insulin,3.6
111,Famotidine,1.5
111,Ranitidine,3.1
111,Acetaminophen,1.2
111,Sumatriptan,3.1
112,Famotidine,3.7
112,Ranitidine,3.6
112,Empagliflozin,5.0
112,Omeprazole,3.6
112,Losartan,1.4
112,Cyclobenzaprine,3.3
112,Hydroxyzine,4.5
112,Ibuprofen,1.9
113,Hydrochlorothiazide,4.2
113,Lisinopril,3.4
113,Sertraline,4.4
113,Hydroxyzine,4.8
113,Glipizide,2.1
113,Cetirizine,2.9
113,Empagliflozin,1.9
113,Metformin,4.0
114,Montelukast,5.0
114,Pseudoephedrine,4.5
114,Budesonide,3.3
114,Ipratropium,5.0
114,Antacids,2.6
114,Hydrochlorothiazide,2.7
114,Cyclobenzaprine,3.8
114,Insulin,3.8
115,Hydrochlorothiazide,2.2
115,Metoprolol,4.3
115,Naproxen,2.9
115,Cyclobenzaprine,4.7
115,Montelukast,3.8
115,Diphenhydramine,3.5
115,Metformin,3.1
115,Oseltamivir,1.0
116,Famotidine,4.7
116,Esomeprazole,4.3
116,Ranitidine,4.5
116,Omeprazole,2.6
116,Oseltamivir,3.2
116,Pseudoephedrine,2.1
116,Diclofenac,1.0
116,Hydroxyzine,1.9
117,Albuterol,3.5
117,Montelukast,4.6
117,Fluticasone,3.5
117,Budesonide,3.2
117,Omeprazole,1.5
117,Esomeprazole,2.2
117,Electrolytes,3.8
117,Vitamin C,2.4
118,Acetaminophen,3.9
118,Ibuprofen,4.6
118,Electrolytes,3.1
118,Oseltamivir,4.3
118,Sertraline,2.2
118,Diphenhydramine,2.8
118,Insulin,2.9
118,Metoclopramide,4.0
119,Cyclobenzaprine,4.7
119,Naproxen,5.0
119,Acetaminophen,3.8
119,Diclofenac,4.8
119,Electrolytes,2.3
119,Omeprazole,2.7
119,Vitamin C,4.7
119,Pseudoephedrine,1.3
120,Dextromethorphan,3.2
120,Fexofenadine,2.9
120,Cetirizine,4.1
120,Loratadine,4.4
120,Esomeprazole,2.4
120,Famotidine,2.2
120,Ranitidine,2.0
120,Diclofenac,3.5
121,Acetaminophen,2.5
121,Metoprolol,3.7
121,Losartan,5.0
121,Ibuprofen,3.9
121,Loratadine,3.4
121,Budesonide,1.7
121,Albuterol,1.0
121,Montelukast,2.2
122,Ibuprofen,4.6
122,Dextromethorphan,4.6
122,Oseltamivir,4.0
122,Electrolytes,3.1
122,Insulin,2.5
122,Glipizide,3.5
122,Esomeprazole,2.4
122,Hydroxyzine,2.8
123,Hydrochlorothiazide,4.2
123,Lisinopril,3.9
123,Hydroxyzine,3.9
123,Buspirone,3.6
123,Cyclobenzaprine,2.4
123,Naproxen,3.4
123,Pseudoephedrine,2.2
123,Diphenhydramine,3.8
124,Fluticasone,3.5
124,Montelukast,3.9
124,Budesonide,3.0
124,Albuterol,3.8
124,Insulin,1.0
124,Loratadine,1.0
124,Amlodipine,5.0
124,Fexofenadine,1.9
125,Vitamin C,3.8
125,Acetaminophen,2.9
125,Dextromethorphan,3.6
125,Pseudoephedrine,4.1
125,Losartan,1.8
125,Albuterol,2.4
125,Ranitidine,2.3
125,Metoprolol,2.2
126,Ipratropium,3.5
126,Fluticasone,3.5
126,Sitagliptin,5.0
126,Insulin,4.2
126,Pseudoephedrine,2.8
126,Metoprolol,1.8
126,Cetirizine,3.4
126,Sumatriptan,3.7
127,Pseudoephedrine,3.3
127,Vitamin C,4.6
127,Ibuprofen,4.3
127,Acetaminophen,3.5
127,Sitagliptin,2.1
127,Naproxen,1.0
127,Oseltamivir,4.3
127,Rizatriptan,2.8
128,Losartan,3.3
128,Metoprolol,3.7
128,Hydrochlorothiazide,3.8
128,Amlodipine,3.3
128,Esomeprazole,2.8
128,Vitamin C,3.1
128,Sitagliptin,3.2
128,Metoclopramide,3.0
129,Albuterol,3.1
129,Ibuprofen,3.2
129,Fluticasone,2.7
129,Ipratropium,4.4
129,Sumatriptan,2.0
129,Vitamin C,4.0
129,Cetirizine,1.8
129,Naproxen,3.0
130,Antacids,5.0
130,Ranitidine,4.4
130,Omeprazole,5.0
130,Famotidine,4.8
130,Escitalopram,3.5
130,Sitagliptin,2.1
130,Hydrochlorothiazide,2.0
130,Sumatriptan,1.2
131,Ranitidine,4.0
131,Omeprazole,4.9
131,Ipratropium,4.0
131,Famotidine,3.8
131,Loratadine,1.7
131,Oseltamivir,1.7
131,Escitalopram,1.0
131,Rizatriptan,2.6
